File_ID,Department,File_Type,Size_GB,Last_Access_Date,Storage_Tier,Monthly_Cost_USD
F01651,Engineering,Backup,0.25,2024-09-21,S3 IA,0.0031
F01652,Marketing,Log,0.5,2023-11-24,S3 Standard,0.0115
F01653,Marketing,Backup,0.17,2024-07-28,S3 Standard,0.0039
F01654,Engineering,Document,3.46,2023-12-21,S3 Standard,0.0796
F01655,Engineering,Backup,4.59,2024-09-13,S3 Standard,0.1056
F01656,Finance,Log,0.32,2024-05-07,S3 IA,0.004
F01657,Finance,Media,6.39,2024-10-14,S3 IA,0.0799
F01658,Marketing,Other,1.31,2025-04-03,S3 Standard,0.0301
F01659,HR,Backup,5.78,2025-01-18,Glacier,0.0231
F01660,Engineering,Log,20.06,2025-01-11,S3 Standard,0.4614
F01661,Finance,Log,5.87,2025-09-01,S3 IA,0.0734
F01662,Marketing,Media,10.74,2024-01-01,S3 Standard,0.247
F01663,Finance,Document,14.8,2023-09-25,S3 Standard,0.3404
F01664,Engineering,Backup,3.33,2025-03-10,S3 Standard,0.0766
F01665,Engineering,Log,6.06,2024-06-16,S3 Standard,0.1394
F01666,Sales,Media,9.55,2023-10-23,S3 IA,0.1194
F01667,HR,Other,2.21,2025-08-12,S3 IA,0.0276
F01668,Sales,Log,1.51,2024-02-19,S3 Standard,0.0347
F01669,Marketing,Media,14.65,2024-01-31,S3 IA,0.1831
F01670,Finance,Document,6.48,2024-04-01,S3 Standard,0.149
F01671,Marketing,Document,1.24,2024-08-27,S3 IA,0.0155
F01672,Engineering,Log,2.98,2024-10-10,S3 Standard,0.0685
F01673,Sales,Log,7.96,2025-04-07,S3 Standard,0.1831
F01674,Sales,Backup,3.96,2023-11-13,S3 Standard,0.0911
F01675,Sales,Media,5.25,2025-05-26,S3 Standard,0.1207
F01676,Marketing,Log,7.01,2024-03-09,S3 IA,0.0876
F01677,Engineering,Backup,4.86,2024-08-17,S3 Standard,0.1118
F01678,Finance,Backup,3.88,2025-02-07,S3 Standard,0.0892
F01679,Finance,Log,6.92,2023-09-18,S3 Standard,0.1592
F01680,Marketing,Document,6.5,2024-04-19,S3 IA,0.0813
F01681,Sales,Media,4.97,2025-08-27,S3 IA,0.0621
F01682,HR,Media,2.23,2025-03-21,S3 Standard,0.0513
F01683,Marketing,Document,2.6,2024-10-08,S3 Standard,0.0598
F01684,Marketing,Log,17.61,2025-03-01,S3 IA,0.2201
F01685,Engineering,Media,0.6,2024-05-08,S3 Standard,0.0138
F01686,Finance,Log,1.56,2023-10-09,S3 Standard,0.0359
F01687,Marketing,Log,3.39,2025-05-04,S3 Standard,0.078
F01688,Marketing,Backup,9.06,2025-04-07,S3 Standard,0.2084
F01689,Sales,Document,0.89,2023-11-05,S3 Standard,0.0205
F01690,Sales,Log,1.62,2025-04-22,S3 IA,0.0203
F01691,HR,Other,0.34,2023-09-21,S3 Standard,0.0078
F01692,Engineering,Document,6.12,2025-08-02,S3 IA,0.0765
F01693,HR,Media,1.36,2024-03-11,S3 Standard,0.0313
F01694,Sales,Backup,2.46,2025-02-27,S3 IA,0.0307
F01695,Finance,Media,2.93,2024-05-09,S3 Standard,0.0674
F01696,Sales,Media,11.1,2023-11-26,S3 Standard,0.2553
F01697,Engineering,Document,2.65,2024-01-04,S3 Standard,0.0609
F01698,Sales,Media,0.78,2025-06-25,S3 Standard,0.0179
F01699,Engineering,Log,3.71,2024-02-19,S3 Standard,0.0853
F01700,Engineering,Media,16.48,2024-06-12,S3 IA,0.206
F01701,Engineering,Backup,4.68,2024-01-04,S3 Standard,0.1076
F01702,Engineering,Backup,20.49,2024-07-23,Glacier,0.082
F01703,Engineering,Other,9.2,2024-10-14,Glacier,0.0368
F01704,Finance,Backup,0.18,2025-03-09,S3 Standard,0.0041
F01705,HR,Media,5.37,2024-04-26,Glacier,0.0215
F01706,Marketing,Backup,1.69,2024-07-16,S3 Standard,0.0389
F01707,HR,Document,4.1,2024-12-10,S3 Standard,0.0943
F01708,Engineering,Backup,1.64,2024-03-15,S3 Standard,0.0377
F01709,Finance,Log,2.15,2023-09-08,S3 Standard,0.0494
F01710,Sales,Document,12.83,2023-11-04,S3 Standard,0.2951
F01711,Finance,Other,1.16,2024-08-23,Glacier,0.0046
F01712,Engineering,Log,10.36,2024-07-26,S3 Standard,0.2383
F01713,Finance,Media,0.15,2024-03-05,S3 Standard,0.0034
F01714,Finance,Media,0.48,2023-09-12,S3 IA,0.006
F01715,Engineering,Media,9.64,2023-10-18,S3 Standard,0.2217
F01716,Finance,Log,4.98,2023-12-01,S3 Standard,0.1145
F01717,Marketing,Log,6.88,2024-07-24,S3 IA,0.086
F01718,Marketing,Log,1.17,2025-02-08,S3 Standard,0.0269
F01719,Finance,Document,3.85,2023-11-23,S3 Standard,0.0886
F01720,Sales,Document,6.68,2024-01-04,S3 Standard,0.1536
F01721,Engineering,Media,4.94,2025-04-28,S3 Standard,0.1136
F01722,Marketing,Backup,3.19,2025-02-18,Glacier,0.0128
F01723,Sales,Media,16.07,2024-08-26,S3 IA,0.2009
F01724,Finance,Other,5.64,2024-08-20,S3 Standard,0.1297
F01725,Sales,Document,11.92,2025-05-28,S3 Standard,0.2742
F01726,HR,Log,6.54,2023-12-28,S3 Standard,0.1504
F01727,Marketing,Document,6.65,2024-10-01,Glacier,0.0266
F01728,Finance,Log,0.42,2024-09-10,S3 Standard,0.0097
F01729,Engineering,Other,2.23,2024-03-28,S3 Standard,0.0513
F01730,Finance,Other,9.77,2025-01-08,S3 IA,0.1221
F01731,Engineering,Document,1.32,2024-09-26,Glacier,0.0053
F01732,Finance,Log,0.61,2024-08-21,S3 Standard,0.014
F01733,Sales,Other,1.97,2024-02-29,S3 Standard,0.0453
F01734,Sales,Media,1.25,2025-03-14,S3 Standard,0.0287
F01735,Sales,Media,12.97,2024-07-03,S3 Standard,0.2983
F01736,HR,Log,10.12,2024-05-14,S3 IA,0.1265
F01737,Engineering,Document,3.46,2023-10-23,S3 IA,0.0433
F01738,Sales,Other,0.32,2024-01-12,S3 IA,0.004
F01739,HR,Document,6.27,2024-06-15,S3 Standard,0.1442
F01740,Engineering,Media,4.88,2025-06-05,S3 Standard,0.1122
F01741,Finance,Other,17.63,2025-04-28,S3 Standard,0.4055
F01742,HR,Document,4.09,2025-02-03,S3 Standard,0.0941
F01743,Marketing,Backup,2.05,2025-05-11,S3 IA,0.0256
F01744,HR,Log,3.66,2024-10-02,S3 Standard,0.0842
F01745,HR,Log,19.38,2025-06-01,S3 Standard,0.4457
F01746,Engineering,Backup,5.96,2024-02-25,S3 Standard,0.1371
F01747,Finance,Media,5.57,2024-02-29,S3 Standard,0.1281
F01748,Marketing,Other,1.38,2025-06-12,S3 Standard,0.0317
F01749,Sales,Log,6.81,2024-06-29,S3 IA,0.0851
F01750,Sales,Backup,6.94,2024-01-11,S3 Standard,0.1596
F01751,HR,Backup,1.91,2025-07-16,S3 IA,0.0239
F01752,Engineering,Media,3.31,2025-06-16,S3 Standard,0.0761
F01753,Engineering,Media,1.74,2023-09-07,S3 Standard,0.04
F01754,Sales,Document,1.5,2024-12-16,Glacier,0.006
F01755,Marketing,Log,0.13,2023-09-16,S3 Standard,0.003
F01756,Finance,Document,1.68,2023-12-14,S3 IA,0.021
F01757,Marketing,Backup,4.04,2025-08-16,S3 Standard,0.0929
F01758,Finance,Other,0.01,2025-01-30,S3 Standard,0.0002
F01759,Sales,Other,1.66,2023-10-02,S3 IA,0.0208
F01760,Finance,Media,10.66,2024-10-08,S3 IA,0.1333
F01761,Engineering,Other,4.5,2025-08-31,S3 IA,0.0563
F01762,HR,Other,4.68,2024-09-04,S3 Standard,0.1076
F01763,HR,Other,2.58,2024-07-24,S3 Standard,0.0593
F01764,Sales,Backup,5.64,2024-05-22,S3 IA,0.0705
F01765,Engineering,Other,1.05,2023-12-23,S3 IA,0.0131
F01766,Marketing,Other,8.54,2024-06-12,S3 Standard,0.1964
F01767,Engineering,Other,0.62,2024-07-18,S3 Standard,0.0143
F01768,HR,Document,5.34,2025-03-12,S3 IA,0.0668
F01769,HR,Backup,2.09,2025-07-12,S3 Standard,0.0481
F01770,Engineering,Media,6.88,2024-10-08,S3 Standard,0.1582
F01771,Engineering,Document,3.99,2024-03-19,S3 IA,0.0499
F01772,HR,Log,3.01,2023-12-08,S3 Standard,0.0692
F01773,Marketing,Backup,0.93,2024-07-23,S3 Standard,0.0214
F01774,Sales,Backup,5.06,2024-05-21,S3 IA,0.0633
F01775,Sales,Log,18.4,2025-09-01,S3 Standard,0.4232
F01776,Engineering,Log,8.73,2024-12-10,S3 IA,0.1091
F01777,Sales,Log,0.31,2023-11-19,S3 Standard,0.0071
F01778,HR,Media,2.36,2023-09-11,S3 Standard,0.0543
F01779,HR,Other,12.99,2024-05-03,S3 Standard,0.2988
F01780,Engineering,Backup,3.5,2024-03-22,Glacier,0.014
F01781,Engineering,Other,5.43,2024-02-28,S3 Standard,0.1249
F01782,Engineering,Other,12.19,2024-03-26,S3 Standard,0.2804
F01783,Marketing,Log,10.35,2025-07-06,S3 Standard,0.238
F01784,Sales,Media,3.48,2025-03-28,S3 Standard,0.08
F01785,Engineering,Document,2.88,2025-06-10,S3 Standard,0.0662
F01786,Finance,Media,2.08,2023-09-13,S3 Standard,0.0478
F01787,Finance,Other,6.35,2025-03-26,S3 Standard,0.146
F01788,HR,Media,1.69,2024-05-28,S3 Standard,0.0389
F01789,Sales,Log,1.44,2025-03-24,S3 IA,0.018
F01790,Engineering,Document,2.2,2025-04-28,S3 IA,0.0275
F01791,Finance,Log,0.98,2023-11-21,S3 Standard,0.0225
F01792,Sales,Document,5.94,2024-12-15,S3 Standard,0.1366
F01793,HR,Other,4.79,2023-11-08,S3 IA,0.0599
F01794,Marketing,Document,3.3,2024-01-27,S3 IA,0.0413
F01795,Sales,Document,2.47,2023-11-26,S3 Standard,0.0568
F01796,Sales,Document,11.99,2025-06-27,Glacier,0.048
F01797,Marketing,Media,0.15,2024-05-01,S3 Standard,0.0034
F01798,Sales,Media,7.33,2024-12-20,S3 Standard,0.1686
F01799,HR,Other,11.61,2024-05-26,S3 Standard,0.267
F01800,HR,Document,2.96,2024-10-10,Glacier,0.0118
F01801,Marketing,Backup,4.0,2024-07-24,S3 Standard,0.092
F01802,Engineering,Other,14.45,2025-09-04,S3 IA,0.1806
F01803,Finance,Document,1.19,2023-10-04,S3 Standard,0.0274
F01804,Engineering,Document,3.67,2024-04-20,S3 Standard,0.0844
F01805,Sales,Media,3.22,2024-08-28,S3 Standard,0.0741
F01806,Finance,Other,1.49,2025-05-09,S3 IA,0.0186
F01807,Marketing,Document,8.54,2025-03-12,S3 Standard,0.1964
F01808,Marketing,Document,11.49,2024-06-05,S3 Standard,0.2643
F01809,Finance,Other,7.61,2024-06-24,S3 Standard,0.175
F01810,HR,Backup,1.09,2025-05-08,S3 IA,0.0136
F01811,Finance,Other,0.45,2025-01-12,S3 Standard,0.0103
F01812,Sales,Other,4.65,2025-08-28,S3 Standard,0.107
F01813,HR,Backup,0.29,2024-07-21,S3 Standard,0.0067
F01814,Marketing,Other,5.59,2024-09-29,Glacier,0.0224
F01815,Finance,Document,3.78,2023-11-15,S3 IA,0.0473
F01816,Engineering,Other,5.44,2025-05-29,S3 IA,0.068
F01817,Engineering,Backup,4.46,2024-12-17,S3 Standard,0.1026
F01818,Sales,Log,2.75,2024-03-07,S3 Standard,0.0633
F01819,Engineering,Other,1.12,2025-04-20,Glacier,0.0045
F01820,Finance,Media,1.82,2024-11-23,S3 Standard,0.0419
F01821,Finance,Document,3.72,2025-08-23,S3 Standard,0.0856
F01822,Engineering,Document,5.28,2024-01-28,S3 Standard,0.1214
F01823,Finance,Media,7.56,2023-09-18,Glacier,0.0302
F01824,Sales,Media,7.29,2024-09-02,S3 Standard,0.1677
F01825,HR,Other,18.0,2024-01-05,S3 Standard,0.414
F01826,Sales,Media,1.68,2025-03-12,S3 IA,0.021
F01827,Sales,Log,0.37,2025-03-27,S3 Standard,0.0085
F01828,Finance,Backup,2.12,2025-06-04,S3 Standard,0.0488
F01829,HR,Media,6.8,2024-10-16,Glacier,0.0272
F01830,Finance,Media,2.88,2025-08-01,Glacier,0.0115
F01831,Marketing,Log,8.51,2024-05-09,S3 IA,0.1064
F01832,Finance,Document,3.99,2025-07-20,S3 IA,0.0499
F01833,Finance,Document,13.28,2023-09-17,S3 Standard,0.3054
F01834,Finance,Other,14.77,2024-06-25,Glacier,0.0591
F01835,HR,Log,0.36,2024-06-25,S3 Standard,0.0083
F01836,Finance,Backup,3.05,2025-06-05,S3 IA,0.0381
F01837,HR,Backup,4.7,2023-11-22,Glacier,0.0188
F01838,Engineering,Log,1.48,2024-02-27,S3 IA,0.0185
F01839,Marketing,Backup,2.61,2024-03-21,S3 IA,0.0326
F01840,HR,Document,5.66,2023-10-21,S3 IA,0.0708
F01841,Engineering,Backup,1.29,2023-11-28,S3 Standard,0.0297
F01842,HR,Backup,4.61,2025-07-10,S3 IA,0.0576
F01843,HR,Log,5.98,2024-03-17,S3 Standard,0.1375
F01844,Marketing,Log,0.47,2023-10-01,S3 Standard,0.0108
F01845,Sales,Backup,3.44,2025-06-23,S3 Standard,0.0791
F01846,Sales,Media,1.53,2024-01-08,S3 Standard,0.0352
F01847,HR,Log,6.44,2024-08-31,S3 IA,0.0805
F01848,Finance,Other,1.05,2023-11-09,Glacier,0.0042
F01849,Engineering,Other,11.14,2025-08-20,S3 Standard,0.2562
F01850,Finance,Document,2.82,2024-05-16,S3 Standard,0.0649
F01851,Finance,Backup,1.1,2024-09-13,S3 Standard,0.0253
F01852,HR,Media,2.88,2024-09-14,Glacier,0.0115
F01853,HR,Document,2.63,2025-03-19,S3 Standard,0.0605
F01854,HR,Backup,2.8,2024-07-11,S3 IA,0.035
F01855,HR,Log,4.4,2024-07-31,Glacier,0.0176
F01856,Sales,Other,3.68,2023-09-24,S3 Standard,0.0846
F01857,HR,Media,0.81,2025-04-07,Glacier,0.0032
F01858,Sales,Other,0.34,2024-05-31,Glacier,0.0014
F01859,Sales,Log,6.54,2024-08-14,Glacier,0.0262
F01860,HR,Backup,4.1,2024-01-29,S3 Standard,0.0943
F01861,Marketing,Log,2.22,2024-11-11,S3 Standard,0.0511
F01862,Engineering,Log,8.26,2024-02-20,S3 IA,0.1033
F01863,Finance,Other,2.46,2024-08-01,S3 Standard,0.0566
F01864,Sales,Media,7.95,2024-10-22,S3 IA,0.0994
F01865,Engineering,Log,1.82,2024-01-22,S3 Standard,0.0419
F01866,Marketing,Other,0.38,2025-07-18,S3 Standard,0.0087
F01867,Finance,Media,13.49,2023-09-26,S3 Standard,0.3103
F01868,Finance,Backup,2.51,2024-11-19,S3 Standard,0.0577
F01869,Sales,Backup,7.87,2025-05-10,S3 Standard,0.181
F01870,HR,Document,1.64,2024-07-07,S3 Standard,0.0377
F01871,Marketing,Other,5.2,2025-08-12,S3 Standard,0.1196
F01872,Sales,Media,10.33,2025-05-20,S3 IA,0.1291
F01873,Marketing,Log,0.21,2025-07-14,S3 IA,0.0026
F01874,HR,Backup,8.88,2023-11-26,S3 Standard,0.2042
F01875,HR,Media,4.24,2024-09-19,S3 Standard,0.0975
F01876,Sales,Other,4.68,2025-02-28,S3 Standard,0.1076
F01877,HR,Document,3.7,2025-08-10,S3 Standard,0.0851
F01878,Engineering,Backup,10.38,2024-12-02,S3 Standard,0.2387
F01879,Finance,Media,0.22,2024-01-18,S3 Standard,0.0051
F01880,Sales,Media,1.51,2024-07-10,S3 Standard,0.0347
F01881,Marketing,Media,10.43,2024-08-17,S3 IA,0.1304
F01882,Engineering,Other,6.98,2024-04-19,S3 Standard,0.1605
F01883,Sales,Other,0.09,2024-05-07,Glacier,0.0004
F01884,HR,Other,3.64,2024-11-27,S3 Standard,0.0837
F01885,HR,Log,3.77,2024-08-20,Glacier,0.0151
F01886,HR,Media,2.56,2024-06-30,S3 Standard,0.0589
F01887,HR,Backup,1.76,2025-07-20,S3 Standard,0.0405
F01888,Marketing,Other,5.72,2025-07-24,S3 Standard,0.1316
F01889,Engineering,Other,1.16,2024-02-01,S3 Standard,0.0267
F01890,Finance,Media,8.02,2024-03-14,S3 Standard,0.1845
F01891,Marketing,Other,8.12,2024-09-19,S3 Standard,0.1868
F01892,Marketing,Log,2.68,2025-05-25,S3 IA,0.0335
F01893,Finance,Log,1.67,2025-02-03,S3 Standard,0.0384
F01894,Finance,Other,1.67,2024-06-24,S3 IA,0.0209
F01895,HR,Media,3.29,2024-08-05,S3 Standard,0.0757
F01896,Marketing,Media,6.36,2024-11-21,Glacier,0.0254
F01897,Sales,Media,2.22,2025-05-24,S3 Standard,0.0511
F01898,Finance,Document,4.71,2025-07-24,S3 Standard,0.1083
F01899,Finance,Other,2.41,2025-02-09,S3 Standard,0.0554
F01900,Engineering,Media,1.82,2023-10-21,S3 Standard,0.0419
F01901,Sales,Log,0.13,2023-11-19,S3 Standard,0.003
F01902,Sales,Backup,0.02,2024-11-28,S3 Standard,0.0005
F01903,Finance,Backup,1.29,2025-06-05,S3 IA,0.0161
F01904,HR,Media,2.61,2025-04-06,Glacier,0.0104
F01905,Engineering,Backup,9.53,2025-05-11,S3 Standard,0.2192
F01906,Sales,Backup,8.01,2024-04-15,Glacier,0.032
F01907,Finance,Document,1.55,2025-03-09,Glacier,0.0062
F01908,Sales,Log,1.4,2025-07-22,S3 IA,0.0175
F01909,Engineering,Log,1.29,2025-08-10,S3 Standard,0.0297
F01910,Engineering,Document,2.07,2025-01-22,S3 Standard,0.0476
F01911,Marketing,Document,3.45,2024-08-27,S3 Standard,0.0794
F01912,Finance,Backup,2.89,2025-07-28,S3 IA,0.0361
F01913,Engineering,Other,1.23,2025-07-30,S3 Standard,0.0283
F01914,Marketing,Backup,0.7,2025-07-07,S3 Standard,0.0161
F01915,Marketing,Document,0.06,2025-01-22,S3 Standard,0.0014
F01916,Sales,Log,0.84,2025-06-09,S3 Standard,0.0193
F01917,Sales,Backup,6.11,2025-06-09,S3 IA,0.0764
F01918,Marketing,Other,1.4,2025-07-01,S3 Standard,0.0322
F01919,Sales,Backup,3.16,2024-07-08,S3 IA,0.0395
F01920,Engineering,Media,4.47,2024-01-16,S3 IA,0.0559
F01921,HR,Backup,10.89,2024-06-03,S3 Standard,0.2505
F01922,Engineering,Document,10.98,2024-10-08,S3 Standard,0.2525
F01923,Marketing,Log,6.85,2024-10-04,S3 IA,0.0856
F01924,Marketing,Log,0.18,2023-11-16,S3 Standard,0.0041
F01925,Engineering,Document,4.28,2024-11-22,S3 Standard,0.0984
F01926,Sales,Media,7.72,2024-08-13,S3 Standard,0.1776
F01927,Sales,Document,0.09,2025-03-18,S3 Standard,0.0021
F01928,Marketing,Backup,3.99,2025-08-10,S3 Standard,0.0918
F01929,Finance,Document,9.75,2025-03-17,S3 Standard,0.2243
F01930,Sales,Document,3.21,2024-06-20,S3 Standard,0.0738
F01931,Engineering,Media,0.02,2025-01-25,S3 Standard,0.0005
F01932,Sales,Backup,0.06,2024-07-09,S3 IA,0.0008
F01933,Engineering,Other,2.69,2025-02-07,S3 Standard,0.0619
F01934,Marketing,Other,0.84,2025-08-16,S3 IA,0.0105
F01935,Sales,Log,5.46,2024-12-11,S3 Standard,0.1256
F01936,Engineering,Document,6.17,2024-09-09,S3 IA,0.0771
F01937,Marketing,Log,0.98,2023-12-16,S3 Standard,0.0225
F01938,Finance,Media,10.97,2024-04-14,S3 IA,0.1371
F01939,Engineering,Other,2.92,2025-08-12,S3 Standard,0.0672
F01940,Finance,Document,0.77,2024-04-03,S3 IA,0.0096
F01941,Finance,Media,7.22,2024-08-01,S3 Standard,0.1661
F01942,HR,Media,7.8,2024-07-02,S3 Standard,0.1794
F01943,Sales,Document,5.1,2024-05-17,S3 Standard,0.1173
F01944,Engineering,Media,9.6,2025-05-05,S3 IA,0.12
F01945,Finance,Document,6.69,2025-02-01,S3 IA,0.0836
F01946,HR,Document,10.69,2024-05-02,S3 Standard,0.2459
F01947,Marketing,Backup,2.84,2024-08-04,S3 IA,0.0355
F01948,Engineering,Log,6.88,2024-05-23,S3 IA,0.086
F01949,Finance,Media,41.5,2024-10-12,Glacier,0.166
F01950,Sales,Media,6.45,2024-06-01,S3 IA,0.0806
F01951,HR,Backup,0.61,2025-05-19,S3 IA,0.0076
F01952,Finance,Backup,3.65,2025-06-17,S3 Standard,0.0839
F01953,Sales,Backup,4.43,2024-03-31,S3 IA,0.0554
F01954,Finance,Other,0.96,2023-12-10,S3 Standard,0.0221
F01955,Engineering,Other,16.47,2024-12-11,Glacier,0.0659
F01956,Engineering,Other,0.97,2025-01-31,S3 Standard,0.0223
F01957,Engineering,Document,0.98,2024-02-25,S3 Standard,0.0225
F01958,HR,Media,12.34,2025-08-17,S3 Standard,0.2838
F01959,Engineering,Log,3.13,2023-12-02,S3 IA,0.0391
F01960,Sales,Document,0.33,2025-08-26,Glacier,0.0013
F01961,Finance,Media,4.56,2024-07-13,S3 Standard,0.1049
F01962,Marketing,Media,4.6,2023-10-08,S3 IA,0.0575
F01963,Sales,Backup,0.33,2024-09-16,S3 IA,0.0041
F01964,Sales,Backup,17.97,2023-11-02,S3 IA,0.2246
F01965,Engineering,Document,3.93,2023-09-26,S3 Standard,0.0904
F01966,HR,Backup,4.1,2024-11-06,S3 IA,0.0512
F01967,Finance,Media,3.67,2024-06-18,S3 Standard,0.0844
F01968,HR,Backup,4.72,2023-12-04,S3 IA,0.059
F01969,Finance,Other,1.53,2024-12-24,S3 Standard,0.0352
F01970,Finance,Backup,1.69,2025-05-20,S3 Standard,0.0389
F01971,HR,Media,3.58,2023-12-03,S3 IA,0.0448
F01972,Sales,Document,8.22,2024-09-12,S3 Standard,0.1891
F01973,Finance,Log,0.26,2025-05-23,S3 Standard,0.006
F01974,HR,Backup,4.62,2024-06-16,S3 IA,0.0578
F01975,Finance,Media,8.22,2024-01-21,S3 Standard,0.1891
F01976,Marketing,Log,0.85,2024-05-10,S3 Standard,0.0195
F01977,Sales,Log,0.08,2023-09-23,S3 Standard,0.0018
F01978,Engineering,Other,1.88,2024-04-17,S3 Standard,0.0432
F01979,Finance,Log,4.44,2025-07-17,S3 Standard,0.1021
F01980,Marketing,Media,0.74,2023-11-05,S3 Standard,0.017
F01981,Engineering,Media,2.78,2025-05-26,Glacier,0.0111
F01982,Engineering,Backup,4.02,2023-10-18,S3 Standard,0.0925
F01983,Finance,Backup,4.57,2025-03-03,S3 Standard,0.1051
F01984,HR,Backup,1.6,2024-11-22,S3 Standard,0.0368
F01985,Finance,Log,2.55,2024-11-08,S3 Standard,0.0586
F01986,Marketing,Log,7.53,2023-10-05,S3 IA,0.0941
F01987,Engineering,Other,14.17,2025-03-20,S3 IA,0.1771
F01988,Finance,Backup,9.9,2024-10-02,S3 Standard,0.2277
F01989,HR,Document,4.15,2024-09-19,S3 Standard,0.0955
F01990,Finance,Other,2.64,2025-08-15,S3 Standard,0.0607
F01991,Sales,Document,2.02,2023-11-27,S3 IA,0.0253
F01992,HR,Log,0.67,2024-03-19,S3 Standard,0.0154
F01993,Marketing,Other,0.56,2025-05-07,S3 Standard,0.0129
F01994,Engineering,Other,5.83,2024-10-29,S3 Standard,0.1341
F01995,Finance,Media,1.5,2024-05-02,S3 IA,0.0188
F01996,HR,Log,1.47,2024-07-04,S3 IA,0.0184
F01997,Sales,Log,31.59,2025-07-14,Glacier,0.1264
F01998,HR,Other,1.04,2024-10-20,S3 Standard,0.0239
F01999,Sales,Log,0.8,2023-10-13,S3 Standard,0.0184
F02000,Marketing,Other,0.52,2025-04-20,S3 Standard,0.012
F02001,Engineering,Media,4.34,2025-01-06,S3 IA,0.0542
F02002,Marketing,Other,4.94,2023-11-08,Glacier,0.0198
F02003,Finance,Log,2.27,2024-02-29,S3 Standard,0.0522
F02004,HR,Log,3.83,2024-04-29,S3 Standard,0.0881
F02005,Sales,Other,7.77,2025-09-03,S3 Standard,0.1787
F02006,Sales,Other,8.52,2024-06-21,S3 Standard,0.196
F02007,HR,Other,15.84,2025-06-18,S3 Standard,0.3643
F02008,HR,Backup,8.69,2025-01-08,S3 Standard,0.1999
F02009,Finance,Log,4.16,2024-08-21,S3 Standard,0.0957
F02010,Marketing,Log,0.99,2024-04-05,S3 Standard,0.0228
F02011,Sales,Backup,0.53,2025-04-29,S3 IA,0.0066
F02012,Finance,Other,0.28,2024-06-19,S3 Standard,0.0064
F02013,Marketing,Media,5.49,2023-10-15,S3 Standard,0.1263
F02014,Finance,Other,8.24,2024-08-15,S3 Standard,0.1895
F02015,Sales,Other,3.55,2024-12-14,S3 IA,0.0444
F02016,HR,Backup,0.28,2025-01-18,S3 IA,0.0035
F02017,HR,Log,3.83,2024-07-02,S3 Standard,0.0881
F02018,Marketing,Other,13.72,2024-04-02,S3 Standard,0.3156
F02019,Engineering,Log,4.55,2023-10-29,S3 Standard,0.1046
F02020,Marketing,Document,8.29,2024-02-19,S3 IA,0.1036
F02021,Engineering,Log,8.05,2025-01-06,S3 IA,0.1006
F02022,Finance,Media,13.45,2024-01-08,S3 IA,0.1681
F02023,Finance,Media,7.35,2025-03-17,S3 Standard,0.169
F02024,Sales,Other,6.89,2024-10-20,Glacier,0.0276
F02025,Engineering,Log,1.33,2025-05-12,Glacier,0.0053
F02026,Sales,Other,0.31,2025-05-14,S3 IA,0.0039
F02027,HR,Backup,3.64,2025-01-07,S3 Standard,0.0837
F02028,Engineering,Media,0.66,2024-11-30,S3 Standard,0.0152
F02029,Marketing,Other,16.38,2025-01-28,S3 Standard,0.3767
F02030,HR,Backup,1.71,2023-10-18,S3 Standard,0.0393
F02031,HR,Other,9.58,2024-11-22,S3 Standard,0.2203
F02032,Marketing,Log,2.45,2024-06-28,S3 IA,0.0306
F02033,HR,Log,1.95,2024-04-21,S3 IA,0.0244
F02034,Engineering,Log,13.68,2025-02-17,Glacier,0.0547
F02035,Sales,Log,2.26,2025-06-28,S3 Standard,0.052
F02036,HR,Document,2.47,2024-07-27,S3 Standard,0.0568
F02037,Engineering,Backup,0.56,2024-04-24,S3 IA,0.007
F02038,Finance,Backup,5.55,2024-03-28,S3 Standard,0.1276
F02039,Engineering,Log,1.7,2023-12-11,S3 Standard,0.0391
F02040,Sales,Document,4.4,2024-06-03,Glacier,0.0176
F02041,Engineering,Log,4.47,2023-09-09,S3 IA,0.0559
F02042,Marketing,Document,6.35,2025-01-05,S3 Standard,0.146
F02043,Sales,Log,6.84,2025-02-02,S3 IA,0.0855
F02044,Finance,Media,3.61,2025-06-19,S3 IA,0.0451
F02045,Marketing,Media,2.01,2025-01-20,S3 IA,0.0251
F02046,Engineering,Other,9.08,2023-10-13,S3 IA,0.1135
F02047,Sales,Log,1.85,2024-03-21,S3 Standard,0.0426
F02048,Finance,Backup,3.54,2025-04-11,S3 IA,0.0443
F02049,Marketing,Other,2.56,2023-11-06,S3 Standard,0.0589
F02050,Finance,Media,9.66,2024-02-23,S3 Standard,0.2222
F02051,Engineering,Log,2.83,2024-10-11,Glacier,0.0113
F02052,Finance,Other,2.44,2023-10-11,S3 Standard,0.0561
F02053,HR,Log,5.85,2023-10-23,S3 IA,0.0731
F02054,Marketing,Media,4.61,2025-07-14,S3 IA,0.0576
F02055,Finance,Other,0.57,2025-09-02,Glacier,0.0023
F02056,Engineering,Media,3.55,2023-11-02,S3 IA,0.0444
F02057,Engineering,Document,6.65,2025-07-07,S3 Standard,0.153
F02058,Finance,Media,24.19,2025-04-20,S3 Standard,0.5564
F02059,Engineering,Log,4.96,2023-11-05,S3 Standard,0.1141
F02060,Sales,Backup,2.31,2024-07-07,S3 Standard,0.0531
F02061,Sales,Media,1.28,2024-08-16,S3 Standard,0.0294
F02062,Sales,Backup,10.31,2024-11-12,S3 Standard,0.2371
