File_ID,Department,File_Type,Size_GB,Days_Since_Access,Storage_Tier,Proposed_Tier,Potential_Savings
F00263,Sales,Document,1.7,799,S3 Standard,Glacier,0.0323
F02039,Engineering,Log,1.7,797,S3 Standard,Glacier,0.0323
F02359,Sales,Other,1.7,857,S3 Standard,Glacier,0.0323
F01649,Finance,Backup,1.7,404,S3 Standard,Glacier,0.0323
F02982,Finance,Backup,1.7,663,S3 Standard,Glacier,0.0323
F00167,Engineering,Document,3.79,815,S3 IA,Glacier,0.0322
F00058,Finance,Backup,3.79,559,S3 IA,Glacier,0.0322
F02984,HR,Log,1.69,233,S3 Standard,Glacier,0.0321
F01815,Finance,Document,3.78,823,S3 IA,Glacier,0.0321
F01970,Finance,Backup,1.69,271,S3 Standard,Glacier,0.0321
F00215,Marketing,Other,1.69,461,S3 Standard,Glacier,0.0321
F01788,HR,Media,1.69,628,S3 Standard,Glacier,0.0321
F02754,Sales,Media,3.78,344,S3 IA,Glacier,0.0321
F01706,Marketing,Backup,1.69,579,S3 Standard,Glacier,0.0321
F01253,Finance,Document,3.77,586,S3 IA,Glacier,0.032
F02099,HR,Backup,3.77,542,S3 IA,Glacier,0.032
F02966,Marketing,Media,3.75,666,S3 IA,Glacier,0.0319
F01292,Engineering,Document,1.68,700,S3 Standard,Glacier,0.0319
F02308,HR,Backup,3.75,727,S3 IA,Glacier,0.0319
F02484,Finance,Media,3.75,565,S3 IA,Glacier,0.0319
F02075,Engineering,Document,1.68,492,S3 Standard,Glacier,0.0319
F00839,Marketing,Document,3.73,543,S3 IA,Glacier,0.0317
F02262,Engineering,Other,1.67,186,S3 Standard,Glacier,0.0317
F00313,Finance,Other,1.67,204,S3 Standard,Glacier,0.0317
F00854,Finance,Media,1.67,587,S3 Standard,Glacier,0.0317
F00844,HR,Log,1.67,770,S3 Standard,Glacier,0.0317
F01893,Finance,Log,1.67,377,S3 Standard,Glacier,0.0317
F00433,Engineering,Log,1.66,299,S3 Standard,Glacier,0.0316
F02288,Finance,Backup,1.66,375,S3 Standard,Glacier,0.0316
F02287,Sales,Backup,3.71,469,S3 IA,Glacier,0.0316
F01304,Sales,Media,1.66,428,S3 Standard,Glacier,0.0316
F02877,Sales,Other,3.7,883,S3 IA,Glacier,0.0315
F00625,Finance,Log,3.7,550,S3 IA,Glacier,0.0315
F02353,Engineering,Media,1.65,745,S3 Standard,Glacier,0.0314
F00488,Marketing,Document,3.69,256,S3 IA,Glacier,0.0313
F02270,Engineering,Backup,3.69,446,S3 IA,Glacier,0.0313
F00915,Engineering,Log,3.68,726,S3 IA,Glacier,0.0313
F01217,Marketing,Document,3.68,545,S3 IA,Glacier,0.0313
F01403,Sales,Log,3.69,379,S3 IA,Glacier,0.0313
F02636,Marketing,Document,3.67,810,S3 IA,Glacier,0.0312
F01163,Marketing,Backup,3.67,741,S3 IA,Glacier,0.0312
F01372,Sales,Log,1.64,677,S3 Standard,Glacier,0.0311
F00248,HR,Backup,1.64,698,S3 Standard,Glacier,0.0311
F02913,HR,Document,1.64,289,S3 Standard,Glacier,0.0311
F01708,Engineering,Backup,1.64,702,S3 Standard,Glacier,0.0311
F01870,HR,Document,1.64,588,S3 Standard,Glacier,0.0311
F00636,HR,Other,1.63,442,S3 Standard,Glacier,0.031
F02937,Finance,Log,3.63,775,S3 IA,Glacier,0.0309
F00312,Marketing,Backup,3.63,353,S3 IA,Glacier,0.0309
F02703,Finance,Log,1.62,758,S3 Standard,Glacier,0.0308
F00921,Marketing,Document,3.62,885,S3 IA,Glacier,0.0308
F01045,Marketing,Log,1.62,663,S3 Standard,Glacier,0.0308
F02044,Finance,Media,3.61,241,S3 IA,Glacier,0.0307
F00442,Sales,Document,3.61,302,S3 IA,Glacier,0.0307
F00825,HR,Document,3.61,295,S3 IA,Glacier,0.0307
F02606,Marketing,Document,3.6,303,S3 IA,Glacier,0.0306
F00790,HR,Other,1.61,297,S3 Standard,Glacier,0.0306
F02299,Sales,Log,1.61,736,S3 Standard,Glacier,0.0306
F00586,Sales,Log,3.6,468,S3 IA,Glacier,0.0306
F02768,Marketing,Media,1.61,696,S3 Standard,Glacier,0.0306
F00922,Sales,Other,3.6,785,S3 IA,Glacier,0.0306
F00952,Marketing,Log,1.61,824,S3 Standard,Glacier,0.0306
F01971,HR,Media,3.58,805,S3 IA,Glacier,0.0305
F02875,Finance,Media,3.59,195,S3 IA,Glacier,0.0305
F02727,HR,Other,1.6,467,S3 Standard,Glacier,0.0304
F01984,HR,Backup,1.6,450,S3 Standard,Glacier,0.0304
F01235,Finance,Log,1.6,745,S3 Standard,Glacier,0.0304
F01180,HR,Log,1.6,199,S3 Standard,Glacier,0.0304
F02541,Finance,Document,3.56,456,S3 IA,Glacier,0.0303
F00508,Engineering,Media,3.56,473,S3 IA,Glacier,0.0303
F00656,HR,Log,3.56,716,S3 IA,Glacier,0.0303
F01482,Sales,Other,3.56,804,S3 IA,Glacier,0.0303
F02254,HR,Document,1.59,355,S3 Standard,Glacier,0.0302
F02056,Engineering,Media,3.55,836,S3 IA,Glacier,0.0302
F02886,Sales,Log,1.59,750,S3 Standard,Glacier,0.0302
F02730,Finance,Document,1.59,281,S3 Standard,Glacier,0.0302
F01586,Engineering,Log,3.55,492,S3 IA,Glacier,0.0302
F02015,Sales,Other,3.55,428,S3 IA,Glacier,0.0302
F02048,Finance,Backup,3.54,310,S3 IA,Glacier,0.0301
F00349,Finance,Log,1.58,353,S3 Standard,Glacier,0.03
F00969,Engineering,Backup,1.58,796,S3 Standard,Glacier,0.03
F00255,HR,Other,3.53,681,S3 IA,Glacier,0.03
F00562,HR,Backup,1.58,677,S3 Standard,Glacier,0.03
F01506,Engineering,Media,3.51,768,S3 IA,Glacier,0.0299
F02604,Engineering,Other,3.51,446,S3 IA,Glacier,0.0299
F01354,HR,Other,3.52,854,S3 IA,Glacier,0.0299
F02348,HR,Log,3.52,617,S3 IA,Glacier,0.0299
F01067,Engineering,Document,1.57,248,S3 Standard,Glacier,0.0298
F02561,Sales,Log,1.57,382,S3 Standard,Glacier,0.0298
F01620,Finance,Document,1.57,587,S3 Standard,Glacier,0.0298
F02697,Marketing,Media,3.5,245,S3 IA,Glacier,0.0298
F01305,Marketing,Media,1.56,762,S3 Standard,Glacier,0.0297
F01686,Finance,Log,1.56,860,S3 Standard,Glacier,0.0297
F01416,Marketing,Backup,1.56,403,S3 Standard,Glacier,0.0297
F01549,Sales,Backup,1.56,712,S3 Standard,Glacier,0.0297
F01184,Finance,Log,3.49,672,S3 IA,Glacier,0.0296
F00467,Finance,Log,3.49,880,S3 IA,Glacier,0.0296
F02581,HR,Log,3.48,439,S3 IA,Glacier,0.0296
F00729,Marketing,Media,3.46,634,S3 IA,Glacier,0.0295
F01737,Engineering,Document,3.46,846,S3 IA,Glacier,0.0295
F02988,HR,Log,3.47,399,S3 IA,Glacier,0.0295
F00126,Engineering,Media,3.46,542,S3 IA,Glacier,0.0295
F02240,Marketing,Log,1.55,330,S3 Standard,Glacier,0.0294
F01533,HR,Log,1.55,528,S3 Standard,Glacier,0.0294
F01209,Finance,Backup,1.55,440,S3 Standard,Glacier,0.0294
F00611,HR,Log,1.55,830,S3 Standard,Glacier,0.0294
F00223,Marketing,Media,1.54,724,S3 Standard,Glacier,0.0292
F00731,Sales,Document,1.54,456,S3 Standard,Glacier,0.0292
F02399,Sales,Media,1.54,725,S3 Standard,Glacier,0.0292
F01285,Sales,Log,3.44,247,S3 IA,Glacier,0.0292
F02899,Engineering,Log,1.54,885,S3 Standard,Glacier,0.0292
F00319,Finance,Document,1.54,271,S3 Standard,Glacier,0.0292
F02991,Sales,Document,1.53,646,S3 Standard,Glacier,0.0291
F02513,HR,Media,1.53,618,S3 Standard,Glacier,0.0291
F01969,Finance,Other,1.53,418,S3 Standard,Glacier,0.0291
F02575,Finance,Backup,1.53,651,S3 Standard,Glacier,0.0291
F01846,Sales,Media,1.53,769,S3 Standard,Glacier,0.0291
F00518,Sales,Backup,1.52,756,S3 Standard,Glacier,0.0289
F00132,Sales,Document,1.52,274,S3 Standard,Glacier,0.0289
F01404,HR,Log,1.52,236,S3 Standard,Glacier,0.0289
F00598,Sales,Document,1.52,258,S3 Standard,Glacier,0.0289
F02735,Engineering,Other,3.39,398,S3 IA,Glacier,0.0288
F02322,Sales,Backup,3.39,812,S3 IA,Glacier,0.0288
F00041,Engineering,Other,1.51,203,S3 Standard,Glacier,0.0287
F01668,Sales,Log,1.51,727,S3 Standard,Glacier,0.0287
F00695,HR,Media,1.51,344,S3 Standard,Glacier,0.0287
F01880,Sales,Media,1.51,585,S3 Standard,Glacier,0.0287
F00848,Marketing,Document,1.51,653,S3 Standard,Glacier,0.0287
F01633,Finance,Document,3.37,582,S3 IA,Glacier,0.0286
F02406,Engineering,Log,3.37,277,S3 IA,Glacier,0.0286
F00537,Marketing,Other,1.5,315,S3 Standard,Glacier,0.0285
F02778,Marketing,Document,3.35,424,S3 IA,Glacier,0.0285
F01185,Sales,Document,1.49,406,S3 Standard,Glacier,0.0283
F02281,Sales,Backup,1.49,737,S3 Standard,Glacier,0.0283
F02078,HR,Document,3.32,324,S3 IA,Glacier,0.0282
F01512,Finance,Log,3.31,293,S3 IA,Glacier,0.0282
F01407,Sales,Media,3.31,477,S3 IA,Glacier,0.0282
F02384,Sales,Log,3.32,494,S3 IA,Glacier,0.0282
F00435,Engineering,Log,1.48,852,S3 Standard,Glacier,0.0281
F02506,Finance,Document,1.48,475,S3 Standard,Glacier,0.0281
F01565,HR,Media,1.48,733,S3 Standard,Glacier,0.0281
F02095,Finance,Log,3.3,574,S3 IA,Glacier,0.028
F01021,HR,Other,3.3,541,S3 IA,Glacier,0.028
F00883,Marketing,Document,3.3,717,S3 IA,Glacier,0.028
F00012,Marketing,Log,3.3,222,S3 IA,Glacier,0.028
F01794,Marketing,Document,3.3,750,S3 IA,Glacier,0.028
F02755,Marketing,Log,1.47,197,S3 Standard,Glacier,0.0279
F00285,HR,Document,1.47,340,S3 Standard,Glacier,0.0279
F02456,Sales,Media,1.47,813,S3 Standard,Glacier,0.0279
F02389,Finance,Media,1.47,419,S3 Standard,Glacier,0.0279
F00648,Sales,Backup,1.47,507,S3 Standard,Glacier,0.0279
F02100,Marketing,Media,3.28,627,S3 IA,Glacier,0.0279
F00777,Finance,Backup,1.47,854,S3 Standard,Glacier,0.0279
F02908,HR,Document,3.27,809,S3 IA,Glacier,0.0278
F02447,Marketing,Log,3.27,498,S3 IA,Glacier,0.0278
F00890,Engineering,Other,1.46,480,S3 Standard,Glacier,0.0278
F01632,Finance,Document,1.45,807,S3 Standard,Glacier,0.0276
F00725,HR,Media,1.45,489,S3 Standard,Glacier,0.0276
F00451,Marketing,Document,3.23,311,S3 IA,Glacier,0.0275
F01096,Finance,Media,1.44,859,S3 Standard,Glacier,0.0273
F00297,Sales,Document,1.44,537,S3 Standard,Glacier,0.0273
F02578,Finance,Log,1.44,403,S3 Standard,Glacier,0.0273
F01461,Finance,Backup,3.2,703,S3 IA,Glacier,0.0272
F02185,Engineering,Log,3.2,456,S3 IA,Glacier,0.0272
F02154,Engineering,Document,3.16,290,S3 IA,Glacier,0.0269
F01919,Sales,Backup,3.16,587,S3 IA,Glacier,0.0269
F00947,Finance,Backup,3.15,871,S3 IA,Glacier,0.0268
F01959,Engineering,Log,3.13,806,S3 IA,Glacier,0.0266
F02398,HR,Document,3.13,463,S3 IA,Glacier,0.0266
F01918,Marketing,Other,1.4,229,S3 Standard,Glacier,0.0266
F01413,Engineering,Media,1.4,815,S3 Standard,Glacier,0.0266
F01019,Finance,Media,1.4,330,S3 Standard,Glacier,0.0266
F00787,Finance,Document,3.11,784,S3 IA,Glacier,0.0265
F00399,Engineering,Document,1.39,485,S3 Standard,Glacier,0.0264
F01385,Sales,Backup,1.38,604,S3 Standard,Glacier,0.0262
F01748,Marketing,Other,1.38,248,S3 Standard,Glacier,0.0262
F02283,Marketing,Log,3.08,460,S3 IA,Glacier,0.0262
F00904,Engineering,Log,3.06,825,S3 IA,Glacier,0.0261
F01106,Sales,Log,3.07,255,S3 IA,Glacier,0.0261
F00965,Marketing,Document,1.37,646,S3 Standard,Glacier,0.026
F02352,Sales,Document,1.37,452,S3 Standard,Glacier,0.026
F00109,Marketing,Log,1.37,283,S3 Standard,Glacier,0.026
F00406,Sales,Log,1.37,529,S3 Standard,Glacier,0.026
F01836,Finance,Backup,3.05,255,S3 IA,Glacier,0.0259
F01290,Sales,Document,1.36,512,S3 Standard,Glacier,0.0259
F01693,HR,Media,1.36,706,S3 Standard,Glacier,0.0259
F01530,Finance,Log,1.36,771,S3 Standard,Glacier,0.0259
F00282,Sales,Backup,3.05,316,S3 IA,Glacier,0.0259
F02197,Finance,Other,3.04,784,S3 IA,Glacier,0.0258
F01245,HR,Other,3.02,183,S3 IA,Glacier,0.0257
F00582,Sales,Backup,1.35,349,S3 Standard,Glacier,0.0256
F02528,Marketing,Backup,1.35,222,S3 Standard,Glacier,0.0256
F00930,Sales,Log,1.35,378,S3 Standard,Glacier,0.0256
F00925,Marketing,Document,3.01,633,S3 IA,Glacier,0.0256
F02642,Marketing,Log,3.0,857,S3 IA,Glacier,0.0255
F00363,Engineering,Media,2.99,342,S3 IA,Glacier,0.0254
F00484,Sales,Log,2.99,346,S3 IA,Glacier,0.0254
F00593,Sales,Media,2.99,561,S3 IA,Glacier,0.0254
F00962,Finance,Other,2.98,491,S3 IA,Glacier,0.0253
F02758,Sales,Other,1.33,667,S3 Standard,Glacier,0.0253
F02250,HR,Log,2.97,590,S3 IA,Glacier,0.0252
F00527,Sales,Log,2.97,483,S3 IA,Glacier,0.0252
F01227,Marketing,Backup,2.97,459,S3 IA,Glacier,0.0252
F01274,Engineering,Document,2.97,335,S3 IA,Glacier,0.0252
F01555,HR,Log,2.96,671,S3 IA,Glacier,0.0252
F02951,Sales,Document,2.95,330,S3 IA,Glacier,0.0251
F00099,Finance,Media,1.32,473,S3 Standard,Glacier,0.0251
F00025,HR,Other,2.95,233,S3 IA,Glacier,0.0251
F00672,HR,Backup,1.32,521,S3 Standard,Glacier,0.0251
F00307,HR,Media,1.32,610,S3 Standard,Glacier,0.0251
F01485,HR,Log,2.94,619,S3 IA,Glacier,0.025
F00661,Sales,Document,2.94,604,S3 IA,Glacier,0.025
F01658,Marketing,Other,1.31,318,S3 Standard,Glacier,0.0249
F02975,Marketing,Backup,1.31,787,S3 Standard,Glacier,0.0249
F00110,Marketing,Backup,2.93,260,S3 IA,Glacier,0.0249
F01841,Engineering,Backup,1.29,810,S3 Standard,Glacier,0.0245
F02407,HR,Media,2.89,715,S3 IA,Glacier,0.0245
F01909,Engineering,Log,1.29,189,S3 Standard,Glacier,0.0245
F01912,Finance,Backup,2.89,202,S3 IA,Glacier,0.0245
F02912,HR,Media,2.87,450,S3 IA,Glacier,0.0244
F02263,Sales,Log,2.87,855,S3 IA,Glacier,0.0244
F02061,Sales,Media,1.28,548,S3 Standard,Glacier,0.0243
F02776,Sales,Document,1.27,416,S3 Standard,Glacier,0.0241
F01947,Marketing,Backup,2.84,560,S3 IA,Glacier,0.0241
F02633,Marketing,Media,2.83,741,S3 IA,Glacier,0.0241
F00768,Sales,Backup,1.26,557,S3 Standard,Glacier,0.024
F00911,Engineering,Backup,1.26,503,S3 Standard,Glacier,0.024
F02787,Marketing,Backup,1.26,470,S3 Standard,Glacier,0.024
F01121,Finance,Media,2.81,471,S3 IA,Glacier,0.0239
F00139,Finance,Backup,2.82,249,S3 IA,Glacier,0.0239
F00692,Sales,Log,2.82,826,S3 IA,Glacier,0.0239
F01854,HR,Backup,2.8,584,S3 IA,Glacier,0.0238
F00461,HR,Media,1.25,354,S3 Standard,Glacier,0.0238
F02274,Engineering,Backup,1.25,347,S3 Standard,Glacier,0.0238
F01734,Sales,Media,1.25,338,S3 Standard,Glacier,0.0238
F01134,Engineering,Document,1.25,183,S3 Standard,Glacier,0.0238
F02729,Finance,Backup,2.79,698,S3 IA,Glacier,0.0237
F00072,Sales,Log,2.78,294,S3 IA,Glacier,0.0236
F00734,Finance,Document,1.24,488,S3 Standard,Glacier,0.0235
F00329,Finance,Other,1.24,466,S3 Standard,Glacier,0.0235
F02544,Sales,Document,2.77,787,S3 IA,Glacier,0.0235
F01095,Marketing,Backup,1.23,514,S3 Standard,Glacier,0.0234
F00935,Sales,Media,1.23,232,S3 Standard,Glacier,0.0234
F01913,Engineering,Other,1.23,200,S3 Standard,Glacier,0.0234
F00127,Sales,Backup,1.22,295,S3 Standard,Glacier,0.0232
F02927,Engineering,Log,2.74,423,S3 IA,Glacier,0.0232
F00322,Finance,Other,2.72,265,S3 IA,Glacier,0.0231
F00660,Marketing,Other,2.71,181,S3 IA,Glacier,0.0231
F00191,Finance,Other,2.71,626,S3 IA,Glacier,0.0231
F00391,HR,Media,1.21,873,S3 Standard,Glacier,0.023
F01169,Finance,Backup,1.21,827,S3 Standard,Glacier,0.023
F01441,Sales,Other,1.21,757,S3 Standard,Glacier,0.023
F00781,Finance,Other,1.2,489,S3 Standard,Glacier,0.0228
F02844,HR,Document,1.2,721,S3 Standard,Glacier,0.0228
F02695,Finance,Document,1.2,665,S3 Standard,Glacier,0.0228
F01002,Engineering,Other,1.2,527,S3 Standard,Glacier,0.0228
F01892,Marketing,Log,2.68,266,S3 IA,Glacier,0.0228
F02157,Sales,Log,2.67,344,S3 IA,Glacier,0.0227
F01547,Engineering,Media,2.67,809,S3 IA,Glacier,0.0227
F00013,Sales,Document,1.19,417,S3 Standard,Glacier,0.0226
F00086,HR,Log,2.66,719,S3 IA,Glacier,0.0226
F01803,Finance,Document,1.19,865,S3 Standard,Glacier,0.0226
F02311,HR,Other,1.19,880,S3 Standard,Glacier,0.0226
F00032,Engineering,Log,2.65,365,S3 IA,Glacier,0.0225
F02463,Marketing,Other,2.63,290,S3 IA,Glacier,0.0224
F01198,Sales,Backup,1.18,832,S3 Standard,Glacier,0.0224
F00040,Finance,Document,1.18,533,S3 Standard,Glacier,0.0224
F00877,HR,Media,1.18,762,S3 Standard,Glacier,0.0224
F00888,Sales,Backup,1.17,219,S3 Standard,Glacier,0.0222
F01839,Marketing,Backup,2.61,696,S3 IA,Glacier,0.0222
F01560,Finance,Log,1.17,501,S3 Standard,Glacier,0.0222
F01718,Marketing,Log,1.17,372,S3 Standard,Glacier,0.0222
F00204,HR,Media,1.16,529,S3 Standard,Glacier,0.0221
F00405,Engineering,Document,2.6,649,S3 IA,Glacier,0.0221
F01889,Engineering,Other,1.16,745,S3 Standard,Glacier,0.0221
F02700,Sales,Log,2.59,197,S3 IA,Glacier,0.022
F00909,HR,Media,1.15,782,S3 Standard,Glacier,0.0218
F02509,Finance,Document,2.57,563,S3 IA,Glacier,0.0218
F00035,Marketing,Backup,2.57,530,S3 IA,Glacier,0.0218
F01367,HR,Log,1.15,620,S3 Standard,Glacier,0.0218
F00835,Sales,Other,2.56,595,S3 IA,Glacier,0.0218
F02986,Marketing,Other,2.55,645,S3 IA,Glacier,0.0217
F01181,Finance,Document,2.55,194,S3 IA,Glacier,0.0217
F00398,Marketing,Media,2.55,699,S3 IA,Glacier,0.0217
F02995,HR,Media,1.14,837,S3 Standard,Glacier,0.0216
F01004,Engineering,Other,1.14,351,S3 Standard,Glacier,0.0216
F01321,Finance,Other,1.13,730,S3 Standard,Glacier,0.0215
F00691,Sales,Document,2.53,784,S3 IA,Glacier,0.0215
F00095,HR,Backup,1.13,567,S3 Standard,Glacier,0.0215
F00841,Sales,Log,1.13,415,S3 Standard,Glacier,0.0215
F00168,Marketing,Backup,2.52,718,S3 IA,Glacier,0.0214
F02455,Marketing,Document,2.51,769,S3 IA,Glacier,0.0214
F00117,Finance,Backup,1.12,700,S3 Standard,Glacier,0.0213
F01331,Sales,Log,1.12,629,S3 Standard,Glacier,0.0213
F00087,HR,Other,1.11,562,S3 Standard,Glacier,0.0211
F01392,HR,Document,1.11,507,S3 Standard,Glacier,0.0211
F00526,Engineering,Log,2.49,248,S3 IA,Glacier,0.0211
F01455,HR,Log,2.46,243,S3 IA,Glacier,0.021
F01035,Engineering,Document,2.47,471,S3 IA,Glacier,0.021
F02563,Finance,Media,2.47,201,S3 IA,Glacier,0.021
F01384,Marketing,Document,2.47,246,S3 IA,Glacier,0.021
F01694,Sales,Backup,2.46,353,S3 IA,Glacier,0.021
F02267,Marketing,Other,2.46,375,S3 IA,Glacier,0.021
F01851,Finance,Backup,1.1,520,S3 Standard,Glacier,0.0209
F00154,HR,Media,2.45,661,S3 IA,Glacier,0.0208
F02032,Marketing,Log,2.45,597,S3 IA,Glacier,0.0208
F01627,Sales,Backup,2.45,475,S3 IA,Glacier,0.0208
F01239,HR,Backup,2.43,700,S3 IA,Glacier,0.0207
F00254,Marketing,Document,2.44,510,S3 IA,Glacier,0.0207
F02650,Sales,Document,1.09,359,S3 Standard,Glacier,0.0207
F01069,HR,Other,2.41,588,S3 IA,Glacier,0.0205
F00028,Finance,Log,1.08,247,S3 Standard,Glacier,0.0205
F02127,Marketing,Document,2.41,838,S3 IA,Glacier,0.0205
F01115,Marketing,Backup,2.41,247,S3 IA,Glacier,0.0205
F01323,Sales,Document,2.42,651,S3 IA,Glacier,0.0205
F02564,Sales,Document,1.08,389,S3 Standard,Glacier,0.0205
F01516,Engineering,Document,1.08,742,S3 Standard,Glacier,0.0205
F00631,Sales,Other,2.4,458,S3 IA,Glacier,0.0204
F01637,Finance,Other,2.38,793,S3 IA,Glacier,0.0203
F01424,Marketing,Log,2.38,780,S3 IA,Glacier,0.0203
F00347,Marketing,Document,1.07,717,S3 Standard,Glacier,0.0203
F01052,Sales,Media,1.07,438,S3 Standard,Glacier,0.0203
F02618,Engineering,Other,1.07,215,S3 Standard,Glacier,0.0203
F01463,Marketing,Document,1.06,479,S3 Standard,Glacier,0.0202
F00201,Finance,Document,1.06,818,S3 Standard,Glacier,0.0202
F02304,HR,Log,1.06,866,S3 Standard,Glacier,0.0202
F00135,Marketing,Backup,1.06,445,S3 Standard,Glacier,0.0202
F02945,Finance,Other,2.37,754,S3 IA,Glacier,0.0201
F01178,HR,Backup,2.37,850,S3 IA,Glacier,0.0201
F02159,Finance,Log,2.35,726,S3 IA,Glacier,0.02
F02820,HR,Document,1.05,319,S3 Standard,Glacier,0.02
F02856,Marketing,Media,1.05,485,S3 Standard,Glacier,0.02
F01303,Marketing,Other,1.05,471,S3 Standard,Glacier,0.02
F01613,HR,Document,1.05,367,S3 Standard,Glacier,0.02
F01373,Sales,Document,2.31,442,S3 IA,Glacier,0.0197
F01447,Sales,Backup,1.04,275,S3 Standard,Glacier,0.0197
F02622,Finance,Backup,1.04,696,S3 Standard,Glacier,0.0197
F00580,Engineering,Backup,1.04,697,S3 Standard,Glacier,0.0197
F01998,HR,Other,1.04,483,S3 Standard,Glacier,0.0197
F02710,Engineering,Media,1.03,379,S3 Standard,Glacier,0.0196
F00384,Engineering,Other,1.03,496,S3 Standard,Glacier,0.0196
F01284,Finance,Log,1.02,799,S3 Standard,Glacier,0.0194
F00671,Marketing,Backup,1.01,345,S3 Standard,Glacier,0.0192
F00945,Marketing,Log,1.01,794,S3 Standard,Glacier,0.0192
F01508,Finance,Other,2.25,422,S3 IA,Glacier,0.0191
F00585,Marketing,Backup,1.0,699,S3 Standard,Glacier,0.019
F00445,Sales,Document,2.23,848,S3 IA,Glacier,0.019
F01630,Engineering,Backup,1.0,195,S3 Standard,Glacier,0.019
F02077,HR,Backup,1.0,619,S3 Standard,Glacier,0.019
F00664,Marketing,Document,2.22,701,S3 IA,Glacier,0.0189
F00181,HR,Document,2.22,539,S3 IA,Glacier,0.0189
F01118,Sales,Media,2.22,750,S3 IA,Glacier,0.0189
F02931,Engineering,Backup,0.99,677,S3 Standard,Glacier,0.0188
F02010,Marketing,Log,0.99,681,S3 Standard,Glacier,0.0188
F01667,HR,Other,2.21,187,S3 IA,Glacier,0.0188
F00276,Marketing,Backup,0.99,523,S3 Standard,Glacier,0.0188
F00207,Sales,Backup,2.2,388,S3 IA,Glacier,0.0187
F01790,Engineering,Document,2.2,293,S3 IA,Glacier,0.0187
F01957,Engineering,Document,0.98,721,S3 Standard,Glacier,0.0186
F02922,Sales,Media,0.98,188,S3 Standard,Glacier,0.0186
F01937,Marketing,Log,0.98,792,S3 Standard,Glacier,0.0186
F00987,Sales,Backup,0.98,647,S3 Standard,Glacier,0.0186
F01791,Finance,Log,0.98,817,S3 Standard,Glacier,0.0186
F01437,Sales,Document,2.19,652,S3 IA,Glacier,0.0186
F01956,Engineering,Other,0.97,380,S3 Standard,Glacier,0.0184
F02387,Engineering,Backup,0.97,349,S3 Standard,Glacier,0.0184
F01071,Sales,Backup,2.17,839,S3 IA,Glacier,0.0184
F02801,Sales,Media,0.97,438,S3 Standard,Glacier,0.0184
F00677,Sales,Media,0.97,784,S3 Standard,Glacier,0.0184
F00817,HR,Document,2.17,599,S3 IA,Glacier,0.0184
F01426,Finance,Other,0.97,816,S3 Standard,Glacier,0.0184
F01551,Sales,Document,0.96,682,S3 Standard,Glacier,0.0183
F00983,Engineering,Backup,0.96,640,S3 Standard,Glacier,0.0183
F01954,Finance,Other,0.96,798,S3 Standard,Glacier,0.0183
F02871,Marketing,Media,0.96,731,S3 Standard,Glacier,0.0183
F00698,Finance,Log,0.96,488,S3 Standard,Glacier,0.0183
F00302,Sales,Document,2.12,739,S3 IA,Glacier,0.018
F01034,Marketing,Other,2.11,371,S3 IA,Glacier,0.018
F00610,HR,Other,0.95,597,S3 Standard,Glacier,0.018
F02881,Marketing,Media,0.95,716,S3 Standard,Glacier,0.018
F02122,Sales,Other,0.94,631,S3 Standard,Glacier,0.0178
F00939,HR,Backup,0.94,386,S3 Standard,Glacier,0.0178
F00802,Marketing,Log,2.1,292,S3 IA,Glacier,0.0178
F00007,Marketing,Log,0.94,794,S3 Standard,Glacier,0.0178
F02887,Sales,Other,0.93,838,S3 Standard,Glacier,0.0177
F01273,HR,Other,0.93,484,S3 Standard,Glacier,0.0177
F01446,Marketing,Other,0.93,270,S3 Standard,Glacier,0.0177
F01515,Engineering,Log,2.09,641,S3 IA,Glacier,0.0177
F01773,Marketing,Backup,0.93,572,S3 Standard,Glacier,0.0177
F00944,Marketing,Log,2.09,581,S3 IA,Glacier,0.0177
F02934,Sales,Log,2.09,766,S3 IA,Glacier,0.0177
F02906,Finance,Log,2.08,666,S3 IA,Glacier,0.0177
F00793,Engineering,Backup,2.06,266,S3 IA,Glacier,0.0176
F01258,Marketing,Media,2.07,521,S3 IA,Glacier,0.0176
F02176,Sales,Other,0.92,501,S3 Standard,Glacier,0.0175
F02671,Engineering,Log,2.05,314,S3 IA,Glacier,0.0174
F01743,Marketing,Backup,2.05,280,S3 IA,Glacier,0.0174
F02212,Finance,Backup,0.91,359,S3 Standard,Glacier,0.0173
F00182,Marketing,Document,2.03,318,S3 IA,Glacier,0.0173
F01991,Sales,Document,2.02,811,S3 IA,Glacier,0.0172
F00326,HR,Document,0.9,760,S3 Standard,Glacier,0.0171
F00931,Finance,Document,0.9,431,S3 Standard,Glacier,0.0171
F02045,Marketing,Media,2.01,391,S3 IA,Glacier,0.0171
F02438,Sales,Log,0.9,192,S3 Standard,Glacier,0.0171
F02317,Sales,Log,1.98,201,S3 IA,Glacier,0.0169
F01453,Marketing,Media,1.99,601,S3 IA,Glacier,0.0169
F01689,Sales,Document,0.89,833,S3 Standard,Glacier,0.0169
F02940,Marketing,Media,0.89,489,S3 Standard,Glacier,0.0169
F00243,HR,Media,1.99,884,S3 IA,Glacier,0.0169
F01504,Marketing,Document,0.89,763,S3 Standard,Glacier,0.0169
F01282,Finance,Media,1.99,475,S3 IA,Glacier,0.0169
F00001,Engineering,Backup,1.97,744,S3 IA,Glacier,0.0167
